00.0000,33.6
00.0002,33.4
00.0004,33.1
00.0006,32.9
00.0008,33.6
00.0010,34.1
00.0012,33.6
00.0014,32.9
00.0016,33.6
00.0018,32.6
00.0020,32.9
00.0022,33.1
00.0024,33.4
00.0026,32.6
00.0028,33.9
00.0030,33.4
00.0032,32.6
00.0034,33.9
00.0036,32.9
00.0038,33.9
00.0040,34.1
00.0042,34.8
00.0044,33.1
00.0046,34.1
00.0048,33.6
00.0050,33.9
00.0052,32.9
00.0054,34.1
00.0056,33.9
00.0058,34.3
00.0060,33.9
00.0062,34.3
00.0064,34.8
00.0066,35.3
00.0068,34.1
00.0070,33.6
00.0072,34.1
00.0074,32.9
00.0076,33.6
00.0078,33.9
00.0080,34.1
00.0082,33.9
00.0084,34.6
00.0086,33.6
00.0088,34.6
00.0090,33.9
00.0092,34.3
00.0094,33.9
00.0096,34.3
00.0098,33.9
00.0100,34.1
00.0102,34.3
00.0104,34.6
00.0106,34.1
00.0108,34.6
00.0110,35.3
00.0112,34.1
00.0114,34.3
00.0116,33.6
00.0118,35.3
00.0120,34.1
00.0122,36.3
00.0124,34.3
00.0126,34.6
00.0128,35.1
00.0130,34.6
00.0132,34.3
00.0134,33.9
00.0136,34.6
00.0138,34.8
00.0140,34.3
00.0142,34.1
00.0144,33.6
00.0146,34.8
00.0148,33.6
00.0150,34.6
00.0152,34.1
00.0154,35.3
00.0156,34.1
00.0158,33.9
00.0160,33.6
00.0162,33.9
00.0164,34.1
00.0166,33.9
00.0168,35.3
00.0170,34.3
00.0172,34.8
00.0174,34.3
00.0176,34.6
00.0178,35.6
00.0180,34.3
00.0182,34.1
00.0184,34.6
00.0186,34.3
00.0188,34.1
00.0190,34.8
00.0192,34.6
00.0194,33.9
00.0196,33.6
00.0198,33.9
00.0200,34.3
00.0202,34.8
00.0204,35.1
00.0206,34.6
00.0208,34.8
00.0210,34.6
00.0212,34.1
00.0214,34.3
00.0216,34.6
00.0218,34.8
00.0220,34.3
00.0222,34.6
00.0224,35.1
00.0226,34.3
00.0228,35.1
00.0230,34.8
00.0232,34.6
00.0234,34.8
00.0236,34.6
00.0238,34.8
00.0240,34.1
00.0242,34.3
00.0244,34.6
00.0246,35.3
00.0248,34.3
00.0250,35.1
00.0252,34.8
00.0254,34.6
00.0256,35.6
00.0258,34.3
00.0260,34.8
00.0262,35.1
00.0264,33.6
00.0266,35.6
00.0268,35.1
00.0270,34.3
00.0272,34.6
00.0274,34.1
00.0276,34.6
00.0278,35.3
00.0280,34.8
00.0282,35.3
00.0284,34.6
00.0286,34.8
00.0288,34.6
00.0290,34.3
00.0292,35.1
00.0294,35.6
00.0296,35.3
00.0298,34.6
00.0300,34.8
00.0302,34.3
00.0304,33.9
00.0306,35.1
00.0308,34.3
00.0310,33.9
00.0312,34.6
00.0314,35.1
00.0316,34.8
00.0318,34.3
00.0320,35.6
00.0322,34.1
00.0324,34.3
00.0326,34.1
00.0328,34.6
00.0330,35.1
00.0332,35.3
00.0334,34.6
00.0336,35.3
00.0338,35.6
00.0340,35.3
00.0342,34.6
00.0344,34.8
00.0346,35.3
00.0348,34.1
00.0350,34.3
00.0352,34.6
00.0354,33.9
00.0356,34.3
00.0358,33.9
00.0360,34.3
00.0362,34.8
00.0364,35.1
00.0366,34.1
00.0368,34.1
00.0370,35.1
00.0372,34.6
00.0374,35.3
00.0376,34.8
00.0378,34.3
00.0380,35.6
00.0382,35.3
00.0384,34.3
00.0386,34.8
00.0388,34.3
00.0390,34.1
00.0392,35.1
00.0394,35.3
00.0396,34.8
00.0398,35.3
00.0400,35.1
00.0402,33.6
00.0404,34.6
00.0406,35.6
00.0408,34.6
00.0410,34.3
00.0412,35.1
00.0414,34.8
00.0416,35.1
00.0418,34.8
00.0420,34.3
00.0422,34.8
00.0424,34.3
00.0426,35.1
00.0428,36.1
00.0430,35.1
00.0432,34.8
00.0434,34.3
00.0436,35.6
00.0438,34.6
00.0440,35.3
00.0442,34.8
00.0444,35.3
00.0446,34.8
00.0448,35.8
00.0450,34.3
00.0452,34.1
00.0454,35.6
00.0456,35.8
00.0458,34.8
00.0460,34.1
00.0462,34.3
00.0464,34.1
00.0466,34.8
00.0468,34.6
00.0470,34.1
00.0472,34.6
00.0474,34.8
00.0476,33.9
00.0478,35.1
00.0480,34.3
00.0482,34.8
00.0484,35.3
00.0486,34.1
00.0488,35.6
00.0490,34.6
00.0492,34.1
00.0494,35.3
00.0496,34.1
00.0498,34.6
00.0500,34.1
00.0502,35.3
00.0504,36.1
00.0506,34.3
00.0508,34.1
00.0510,34.3
00.0512,34.6
00.0514,35.1
00.0516,34.8
00.0518,35.6
00.0520,34.8
00.0522,34.3
00.0524,34.8
00.0526,33.9
00.0528,34.1
00.0530,34.3
00.0532,34.1
00.0534,34.6
00.0536,34.8
00.0538,33.9
00.0540,34.1
00.0542,34.8
00.0544,35.3
00.0546,34.1
00.0548,33.6
00.0550,35.1
00.0552,33.4
00.0554,33.1
00.0556,33.6
00.0558,34.1
00.0560,33.4
00.0562,33.6
00.0564,34.6
00.0566,34.3
00.0568,34.6
00.0570,34.3
00.0572,34.1
00.0574,33.9
00.0576,34.1
00.0578,34.3
00.0580,33.9
00.0582,34.8
00.0584,34.3
00.0586,34.1
00.0588,34.6
00.0590,33.6
00.0592,34.1
00.0594,34.8
00.0596,34.3
00.0598,34.1
00.0600,34.8
00.0602,33.9
00.0604,33.4
00.0606,34.1
00.0608,33.6
00.0610,33.9
00.0612,34.8
00.0614,33.9
00.0616,34.3
00.0618,34.1
00.0620,34.8
00.0622,35.6
00.0624,34.1
00.0626,34.3
00.0628,33.9
00.0630,33.6
00.0632,32.9
00.0634,34.1
00.0636,33.9
00.0638,33.1
00.0640,34.3
00.0642,34.8
00.0644,35.3
00.0646,33.9
00.0648,34.1
00.0650,33.6
00.0652,33.4
00.0654,33.9
00.0656,34.1
00.0658,34.3
00.0660,33.6
00.0662,35.3
00.0664,33.4
00.0666,34.8
00.0668,34.3
00.0670,33.9
00.0672,34.1
00.0674,33.4
00.0676,34.6
00.0678,34.3
00.0680,33.9
00.0682,33.4
00.0684,34.1
00.0686,33.4
00.0688,33.9
00.0690,34.1
00.0692,33.9
00.0694,33.1
00.0696,33.9
00.0698,33.6
00.0700,33.1
00.0702,33.9
00.0704,33.6
00.0706,33.4
00.0708,32.9
00.0710,33.1
00.0712,33.4
00.0714,33.6
00.0716,33.1
00.0718,33.9
00.0720,33.4
